"","X1","geo","affgeoid","PubTrans_16","MeanTime_16","UnempRate_16","OnlyHighSchool_16","OnlyBachelors_16","OnlyGraduate_16","VacancyPercent_16","RentalVacancyRate_16","MedianValue_16","RentMedian_16","MedianIncome_16","Median_income","LogUnempRate_16","LogRentalVacancy_16","LogVacancyRate_16","LogGraduate_16","LogBachelors_16","LogPubTrans_16","LogMedianValue_16","QuantPubTrans_16","QuantMeanTime_16","QuantUnempRate_16","QuantOnlyHighSchool_16","QuantOnlyBachelors_16","QuantOnlyGraduate_16","QuantVacancyPercent_16","QuantRentalVacancyRate_16","QuantMedianValue_16","QuantRentMedian_16","QuantMedianIncome_16","TractNumber","Nickname","HigherEd","QuantHigherEd"
"333",331,"Census Tract 309.02, Maui County, Hawaii",15009030902,4.8,24.3,8.5,29.9,12.4,9.2,6.1,2.1,325300,1391,64125,NA,2.140066163,0.741937345,1.808288771,2.219203484,2.517696473,1.568615918,12.69250311,0.467423262,0.265200517,0.737033988,0.62477949,0.15570975,0.430553922,0.453251793,0.53686934,0.059861225,0.214747736,0.209220275,309.02,"East Central Wailuku",21.6,0.232394366197183
"334",332,"Census Tract 309.03, Maui County, Hawaii",15009030903,4,22.1,5.4,39.7,12.6,4.6,3.3,5.8,432300,1253,81220,NA,1.686398954,1.757857918,1.193922468,1.526056303,2.533696814,1.386294361,12.97687507,0.395683876,0.154768905,0.532047513,0.823650476,0.160472774,0.191344231,0.252440315,0.667176291,0.158179466,0.16123721,0.427260967,309.03,"North Wailuku",17.2,0.143661971830986
"335",333,"Census Tract 310, Maui County, Hawaii",15009031000,2.8,21.7,4.4,25.3,18.1,14.1,9.8,5.5,520800,1055,76231,NA,1.481604541,1.704748092,2.282382386,2.646174797,2.895911938,1.029619417,13.16312137,0.229683641,0.136775256,0.434434905,0.452134541,0.30742091,0.641126661,0.62372104,0.659179113,0.269787134,0.064095025,0.354815947,310,"South Wailuku",32.2,0.490140845070423
"336",334,"Census Tract 311.01, Maui County, Hawaii",15009031101,7.6,21,8.8,37.7,10.6,6.2,6.8,1e-05,481800,1087,67938,NA,2.174751721,-11.51292546,1.916922612,1.824549292,2.360854001,2.028148247,13.08528437,0.625014701,0.114547807,0.744031518,0.806186052,0.128131248,0.284076208,0.488592262,0.236093144,0.229566036,0.069387275,0.258144184,311.01,"West Kahului",16.8,0.130985915492958
"337",335,"Census Tract 311.02, Maui County, Hawaii",15009031102,4.3,22.3,4.6,44.2,7.5,5.3,13.1,17.5,489900,994,65690,NA,1.526056303,2.862200881,2.57261223,1.667706821,2.014903021,1.458615023,13.10195657,0.417558509,0.166705869,0.462836646,0.86334235,0.050570387,0.22627308,0.739033282,0.897330354,0.237798424,0.044690109,0.232035752,311.02,"Central Kahului",12.8,0.076056338028169
"338",336,"Census Tract 311.03, Maui County, Hawaii",15009031103,4.5,21.2,8.5,37.3,18,4,3.3,1e-05,502200,1157,86094,NA,2.140066163,-11.51292546,1.193922468,1.386294361,2.890371758,1.504077397,13.12675373,0.445195813,0.124426673,0.737033988,0.786722333,0.292896625,0.168293543,0.252440315,0.236093144,0.248618135,0.084675997,0.457367988,311.03,"Southeast Kahului",22,0.23943661971831
"339",337,"Census Tract 314.02, Maui County, Hawaii",15009031402,0.6,13.6,4.8,35.8,18.5,2.7,16.1,11.7,553300,1473,79130,NA,1.568615918,2.459588842,2.778819272,0.993251773,2.917770732,-0.510825624,13.22365563,0.074326708,0.037516171,0.480359873,0.771080795,0.33135364,0.115959073,0.794660708,0.876866988,0.28284135,0.272139245,0.404092673,314.02,"Kahoma",21.2,0.222535211267606
"340",338,"Census Tract 314.04, Maui County, Hawaii",15009031404,0.6,14.1,5.1,40.4,17.7,5.8,26,13.2,588500,1313,64189,NA,1.62924054,2.58021683,3.258096538,1.757857918,2.87356464,-0.510825624,13.28533221,0.074326708,0.039985887,0.511701752,0.829354346,0.279195578,0.24556039,0.869399036,0.880983182,0.351640597,0.187404445,0.209337881,314.04,"Lahaina",23.5,0.280281690140845
"341",339,"Census Tract 314.05, Maui County, Hawaii",15009031405,5.2,17.5,4.6,39.9,15.7,2.8,5.3,6.3,536900,1255,70428,NA,1.526056303,1.840549633,1.667706821,1.029619417,2.753660712,1.648658626,13.19356714,0.509761261,0.050982006,0.462836646,0.82606139,0.209925909,0.125132306,0.388686346,0.693990356,0.282606139,0.161472421,0.285781489,314.05,"Lahainaluna",18.5,0.163380281690141
"342",340,"Census Tract 315.01, Maui County, Hawaii",15009031501,3.1,15.7,3.5,33.3,15.9,3.6,56.7,63.8,511700,1731,70000,NA,1.252762968,4.15575319,4.037774211,1.280933845,2.766319109,1.131402111,13.14549379,0.29130895,0.050041162,0.288486417,0.692990709,0.215512172,0.153710455,0.918499353,0.914853581,0.260496295,0.415382806,0.285428672,315.01,"Kapalua",19.5,0.183098591549296
"343",341,"Census Tract 315.02, Maui County, Hawaii",15009031502,2.8,14.5,2.3,24.1,27.5,6.7,37.5,39.2,410500,1627,65724,NA,0.832909123,3.668676747,3.624340933,1.902107526,3.314186005,1.029619417,12.92513121,0.229683641,0.047395037,0.139009761,0.399212043,0.685405151,0.301717041,0.90720922,0.914147948,0.1334823,0.337175115,0.232153358,315.02,"Honokahua",34.2,0.540845070422535
"344",342,"Census Tract 315.03, Maui County, Hawaii",15009031503,4.7,14,3.2,22.9,24.4,9.2,59.1,60.6,1035100,1353,46467,NA,1.16315081,4.104294893,4.079230924,2.219203484,3.194583132,1.547562509,13.8500086,0.460366929,0.039868282,0.245266377,0.34999412,0.554392567,0.430553922,0.918734564,0.914500764,0.801952252,0.197694931,0.056450664,315.03,"Honokowai",33.6,0.528169014084507
"345",343,"Census Tract 316.01, Maui County, Hawaii",15009031601,1.3,9.4,5.6,36.6,17.4,5.5,18.3,8.5,373100,1015,51156,NA,1.722766598,2.140066163,2.90690106,1.704748092,2.856470206,0.262364264,12.82960176,0.103904504,0.015406327,0.557744326,0.777490298,0.273021287,0.23368223,0.818534635,0.753910385,0.107961896,0.045807362,0.084675997,316.01,"Lana‰Ûªi",22.9,0.250704225352113
"346",344,"Census Tract 317, Maui County, Hawaii",15009031700,0.6,10.5,4.5,38.3,11.7,5.2,24.9,21.3,297900,747,40634,NA,1.504077397,3.058707073,3.214867803,1.648658626,2.459588842,-0.510825624,12.60451314,0.074326708,0.025049982,0.45295778,0.806480066,0.13918617,0.224979419,0.85487475,0.903798659,0.03833941,0.014700694,0.026343643,317,"East Moloka‰Ûªi",16.9,0.136619718309859
"347",345,"Census Tract 318.01, Maui County, Hawaii",15009031801,1.3,17.5,11.6,37.7,11,10.6,39.7,28.2,216800,851,37260,NA,2.451005098,3.339321978,3.681351188,2.360854001,2.397895273,0.262364264,12.28673055,0.103904504,0.050982006,0.841232506,0.806186052,0.128542867,0.495413384,0.909796542,0.90826767,0.015641538,0.02775491,0.023285899,318.01,"West Moloka‰Ûªi",21.6,0.232394366197183
"348",346,"Census Tract 319, Maui County, Hawaii",15009031900,4.7,18.1,6.1,35.5,10.6,4.1,11.2,8.9,516400,1478,60850,NA,1.808288771,2.186051277,2.415913778,1.410986974,2.360854001,1.547562509,13.15463694,0.460366929,0.057979537,0.620486887,0.76525932,0.128131248,0.170116429,0.68346466,0.772609667,0.264788898,0.273197695,0.186522404,319,"Spreckelsville",14.7,0.0971830985915493
"349",346,"Census Tract 319, Maui County, Hawaii",15009031900,4.7,18.1,6.1,35.5,10.6,4.1,11.2,8.9,516400,1478,60850,NA,1.808288771,2.186051277,2.415913778,1.410986974,2.360854001,1.547562509,13.15463694,0.460366929,0.057979537,0.620486887,0.76525932,0.128131248,0.170116429,0.68346466,0.772609667,0.264788898,0.273197695,0.186522404,319,"Kalawao",14.7,0.0971830985915493
"350",347,"Census Tract 320, Maui County, Hawaii",15009032000,0.4,21.3,2.1,15.9,31.2,17.6,52,56.8,681400,1470,83281,NA,0.741937345,4.039536326,3.951243719,2.867898902,3.440418095,-0.916290732,13.43190478,0.067211572,0.126131953,0.124191462,0.111725273,0.80677408,0.707985417,0.914912384,0.914265553,0.536046101,0.272021639,0.441726449,320,"Launiupoko",48.8,0.754929577464789
"351",348,"Census Tract 9800, Maui County, Hawaii",15009980000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9800,"Hanauma Bay",NA,NA
"352",348,"Census Tract 9800, Maui County, Hawaii",15009980000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9800,"Kaho‰Ûªolawe",NA,NA
"353",349,"Census Tract 9900, Maui County, Hawaii",15009990000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9900,NA,NA,NA
"354",350,"Census Tract 9902, Maui County, Hawaii",15009990200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9902,NA,NA,NA
"355",351,"Census Tract 9912, Maui County, Hawaii",15009991200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9912,NA,NA,NA
